Original,Translate_IT
Contra miglior voler voler mal pugna;,"contro una volontà migliore, la volontà combatte con debolezza;"
"onde contra 'l piacer mio, per piacerli,","per questo, contro il mio piacere, per compiacerlo,"
trassi de l'acqua non sazia la spugna.,Ho tirato fuori la mia spugna inestinguibile dall'acqua.
Mossimi; e 'l duca mio si mosse per li,"Ho voltato pagina, e la mia guida ha attraversato il..."
"luoghi spediti pur lungo la roccia,","spazio chiuso, abbracciando la roccia, come uno"
come si va per muro stretto a' merli;,"cammina su un muro, vicino ai merli;"
ché la gente che fonde a goccia a goccia,"per coloro i cui occhi si sciolgono, cadono a goccia,"
"per li occhi il mal che tutto 'l mondo occupa,",il male che possiede tutto il mondo
da l'altra parte in fuor troppo s'approccia.,"erano troppo vicini al bordo, sul lato lontano."
"Maladetta sie tu, antica lupa,","Che tu sia dannato, o lupo antico, il cui potere"
che più che tutte l'altre bestie hai preda,puo' reclamare piu' prede di tutte le altre bestie...
per la tua fame sanza fine cupa!,la tua fame è profonda e infinita!
"O ciel, nel cui girar par che si creda","O cieli, le cui rivoluzioni"
"le condizion di qua giù trasmutarsi,","Pensa che le cose sulla terra siano cambiate, quando verrà..."
quando verrà per cui questa disceda?,Colui il cui lavoro scaccerà quel lupo?
"Noi andavam con passi lenti e scarsi,",I nostri passi sono stati brevi e lenti mentre andavamo avanti;
"e io attento a l'ombre, ch'i' sentia",Sono stato attento alle sfumature; ho sentito
pietosamente piangere e lagnarsi;,il dolore nelle loro lacrime e lamenti.
e per ventura udi' “Dolce Maria!”,"Poi, per caso, ne ho sentito uno davanti a noi."
dinanzi a noi chiamar così nel pianto,"gridando nel suo lamento, ""Madonna dolce,"" come"
come fa donna che in parturir sia;,Una donna piangerebbe in dolori dolorosi al travaglio.
"e seguitar: “Povera fosti tanto,","E continuò: ""In quell'ostello dove"
quanto veder si può per quello ospizio,"avevi posto il tuo sacro fardello,"
dove sponesti il tuo portato santo”.,"si può scoprire quanto tu fossi povero."""
"Seguentemente intesi: “O buon Fabrizio,","In seguito ho sentito: ""O buono Fabricius,"
con povertà volesti anzi virtute,"hai scelto, come tuo possesso, l'inquietudine"
che gran ricchezza posseder con vizio”.,"con la virtù piuttosto che molta ricchezza con il vizio."""
"Queste parole m'eran sì piaciute,",Queste parole erano state così piacevoli per me-
ch'io mi trassi oltre per aver contezza,"si è mosso in avanti, in modo che io possa venire a sapere"
di quello spirto onde parean venute.,lo spirito dal quale sembravano venire.
Esso parlava ancor de la larghezza,"Continuava a parlare, raccontando alla grande"
"che fece Niccolò a le pulcelle,",di Nicholas-i doni che ha dato alle fanciulle
per condurre ad onor lor giovinezza.,in modo che possano essere onoratamente sposati.
"“O anima che tanto ben favelle,","""O anima che parla di tanta giustizia,"
"dimmi chi fosti”, dissi, “e perché sola","dimmi chi eri,"" dissi, ""e perché"
tu queste degne lode rinovelle.,solo tu rinnovi queste lodi apparentemente.
"Non fia sanza mercé la tua parola,",Il tuo parlare con me non restera' senza grazie.
s'io ritorno a compiér lo cammin corto,quando torno a finire il breve periodo
di quella vita ch'al termine vola”.,"di quella vita che ora si affretta verso la sua fine."""
"Ed elli: “Io ti dirò, non per conforto","E lui: ""Te lo dirò - non perché spero"
"ch'io attenda di là, ma perché tanta","per consolarti dal tuo mondo, ma per una tale grazia"
grazia in te luce prima che sie morto.,come risplende in te prima che la tua morte sia arrivata.
Io fui radice de la mala pianta,Ero la radice della pianta odiosa
"che la terra cristiana tutta aduggia,","che oscura tutte le terre cristiane,"
sì che buon frutto rado se ne schianta.,in modo che la frutta fine raramente può sorgere da loro.
"Ma se Doagio, Lilla, Guanto e Bruggia",Ma se Douai e Lille e Bruges e Gand
"potesser, tosto ne saria vendetta;","ebbe potere, poi presto si vendicarono;"
e io la cheggio a lui che tutto giuggia.,e questo imploro di Colui che giudica tutti.
Chiamato fui di là Ugo Ciappetta;,Il nome che alzo era Hugh Capet:
di me son nati i Filippi e i Luigi,di me nacquero i Luigi e Filippo
per cui novellamente è Francia retta.,da cui la Francia è stata governata più recentemente.
Figliuol fu' io d'un beccaio di Parigi:,Ero il figlio di un macellaio parigino.
quando li regi antichi venner meno,Quando fu fatta tutta la linea dei re antichi
"tutti, fuor ch'un renduto in panni bigi,","e solo un monaco in grigio sopravvissuto,"
trova'mi stretto ne le mani il freno,Ho trovato le redini che dominavano il regno stretto
"del governo del regno, e tanta possa","nelle mie mani, e ho tenuto così tanto nuovo..."
"di nuovo acquisto, e sì d'amici pieno,",guadagnato il potere e possedeva così tanti amici
ch'a la corona vedova promossa,"che, alla corona vedova, la testa di mio figlio"
"la testa di mio figlio fu, dal quale","fu elevato, e da lui cominciò"
cominciar di costor le sacrate ossa.,le ossa consacrate di tutti quei re.
Mentre che la gran dota provenzale,Fino alla dote gigante della Provenza
"al sangue mio non tolse la vergogna,","rimosso ogni senso di vergogna in casa mia,"
"poco valea, ma pur non facea male.","La mia battuta non valeva molto, ma non ha fatto alcun torto."
Lì cominciò con forza e con menzogna,Lì il suo rapino cominciò con menzogne e forza;
"la sua rapina; e poscia, per ammenda,",e poi ha preso... che avrebbe potuto fare ammenda...
Pontì e Normandia prese e Guascogna.,Ponthieu e Normandia e Gascony.
