Original,Translate_IT
"Dal centro al cerchio, e sì dal cerchio al centro","Dal centro al bordo, come dal bordo al centro,"
"movesi l'acqua in un ritondo vaso,",l'acqua in un vaso arrotondato si muove
secondo ch'è percosso fuori o dentro:,come viene colpito dall'esterno o dall'interno.
ne la mia mente fé sùbito caso,"Questo pensiero, proprio come lo dico io,"
"questo ch'io dico, sì come si tacque",mi è caduto nella mente l'istante stesso
"la glorïosa vita di Tommaso,","la gloriosa anima vivente di Tommaso tacque,"
per la similitudine che nacque,a causa degli effetti simili che sono sorti
"del suo parlare e di quel di Beatrice,","dal suo parlare e dalle parole di Beatrice,"
"a cui sì cominciar, dopo lui, piacque:","che, rispondendo, gentilmente ha cominciato:"
"“A costui fa mestieri, e nol vi dice","Quest'uomo ne ha bisogno, ma non ne parla."
"né con la voce né pensando ancora,","a parole o ancora nel pensiero,"
d'un altro vero andare a la radice.,perché cerca la radice di un'altra verità.
Diteli se la luce onde s'infiora,'Digli se la luce che fiorisce
"vostra sustanza, rimarrà con voi",e rende la vostra sostanza radiosa rimarrà
etternalmente sì com'ell'è ora;,"con te eternamente come splende oggi,"
"e se rimane, dite come, poi","'e, se rimane, digli come,"
"che sarete visibili rifatti,","quando tutti voi siete visibili ancora una volta,"
esser porà ch'al veder non vi nòi”.,"questo non sarebbe angosciante per la tua vista."""
"Come, da più letizia pinti e tratti,","Come, spinto e attratto da una gioia accresciuta,"
a la fïata quei che vanno a rota,"ballerini in un giro possono alzare la voce,"
"levan la voce e rallegrano li atti,","il piacere di mostrare nei loro movimenti,"
"così, a l'orazion pronta e divota,","così, in quell'appello ansioso e devoto,"
li santi cerchi mostrar nova gioia,i santi cerchi mostrarono nuova gioia nel guidare
nel torneare e ne la mira nota.,così come nella loro meravigliosa canzone.
Qual si lamenta perché qui si moia,Chiunque qui sulla terra si lamenta che dobbiamo morire
"per viver colà sù, non vide quive",trovare la nostra vita sopra non conosce il sollievo fresco
lo refrigerio de l'etterna ploia.,trovato in queste docce eterne.
Quell'uno e due e tre che sempre vive,Che sempre vivo uno e due e tre
"e regna sempre in tre e 'n due e 'n uno,","che regna per sempre in tre, due e uno,"
"non circunscritto, e tutto circunscrive,","incirconciso e circonciso tutto,"
tre volte era cantato da ciascuno,è stato cantato tre volte da ciascuno
"di quelli spirti con tal melodia,","di questi spiriti, e con tale melodia"
ch'ad ogne merto saria giusto muno.,come sarebbe giusto ricompensa per qualsiasi merito.
E io udi' ne la luce più dia,E ho sentito alla luce più splendente
"del minor cerchio una voce modesta,","del cerchio minore una voce modesta,"
"forse qual fu da l'angelo a Maria,","come forse l'angelo era per Maria,"
risponder: “Quanto fia lunga la festa,risposta: 'Solo fino a quando la festa del Paradiso
"di paradiso, tanto il nostro amore","deve durare, questo è quanto tempo il nostro amore"
si raggerà dintorno cotal vesta.,ci vestirà con questo splendore.
La sua chiarezza séguita l'ardore;,"La sua luminosità risponde al nostro ardore,"
"l'ardor la visïone, e quella è tanta,","l'ardore alla nostra visione, e che è dato"
quant'ha di grazia sovra suo valore.,in misura di grazia maggiore di quanto meritiamo.
Come la carne glorïosa e santa,"'Quando rimettiamo su la nostra carne,"
"fia rivestita, la nostra persona","glorificato e santo, poi le nostre persone"
più grata fia per esser tutta quanta;,"sarà più piacevole per essere tutti completi,"
per che s'accrescerà ciò che ne dona,"'così che la luce, donataci liberamente"
"di gratüito lume il sommo bene,","dall'Altissimo Bene, crescerà,"
lume ch'a lui veder ne condiziona;,la luce che ci rende in grado di vederlo.
"onde la visïon crescer convene,","'Da quella luce, la visione deve aumentare,"
"crescer l'ardor che di quella s'accende,","e l'amore aumenta ciò che la visione accende,"
crescer lo raggio che da esso vene.,"e la radiosità aumenta, che viene dall'amore."
"Ma sì come carbon che fiamma rende,",'Ma come un carbone che spara la fiamma
"e per vivo candor quella soverchia,",e nel suo centro luminoso lo supera ancora
sì che la sua parvenza si difende;,"affinché non perda il suo aspetto,"
così questo folgór che già ne cerchia,'solo così questo splendore che ci avvolge ora
fia vinto in apparenza da la carne,sarà superato nella luminosità dalla carne
che tutto dì la terra ricoperchia;,che la terra ancora copre.
né potrà tanta luce affaticarne:,"""Nemmeno una tale lucentezza avrà il potere di farci del male,"
ché li organi del corpo saran forti,per gli organi del nostro corpo sarà rafforzato
a tutto ciò che potrà dilettarne”.,"per affrontare tutto ciò che ci può deliziare."""
Tanto mi parver sùbiti e accorti,Così veloce e ansioso mi sembrava entrambi cori
"e l'uno e l'altro coro a dicer “Amme!”,",per dire il loro Amen che hanno mostrato chiaramente
che ben mostrar disio d'i corpi morti:,"il loro desiderio per i loro cadaveri,"
"forse non pur per lor, ma per le mamme,","non per se stessi, ma per le loro madri,"
per li padri e per li altri che fuor cari,per i loro padri e per gli altri che amavano
anzi che fosser sempiterne fiamme.,prima che diventassero fiamme eterne.
"Ed ecco intorno, di chiarezza pari,","Ed ecco, tutt'intorno e tutti di uguale luminosità,"
"nascere un lustro sopra quel che v'era,","si alzò uno splendore, superando ciò che era stato,"
per guisa d'orizzonte che rischiari.,"mentre l'orizzonte, al sorgere del sole, diventa più luminoso."
E sì come al salir di prima sera,"E proprio come, all'avvicinarsi della sera,"
"comincian per lo ciel nove parvenze,","nuove luci cominciano a mostrare in tutto il cielo,"
"sì che la vista pare e non par vera,","così deboli che sembrano reali e tuttavia irreali,"
parvemi lì novelle sussistenze,mi sembrò che cominciai a vedere
"cominciare a vedere, e fare un giro",nuove sussistenza là che formavano un anello
di fuor da l'altre due circunferenze.,oltre le altre due circonferenze.
Oh vero sfavillar del Santo Spiro!,"Ah, vera incandescenza del Sacro Respiro!"
come si fece sùbito e candente,"Come improvvisamente il suo splendente splendeva davanti a me,"
"a li occhi miei che, vinti, nol soffriro!",i miei occhi non potevano sopportarlo!
Ma Bëatrice sì bella e ridente,Ma Beatrice si è mostrata a me così giusta
"mi si mostrò, che tra quelle vedute","e sorridente, questa sua visione deve rimanere"
si vuol lasciar che non seguir la mente.,tra quelle cose che mi sono sfuggite alla memoria.
Quindi ripreser li occhi miei virtute,"A questo i miei occhi riacquistarono la loro vista e, sollevandoli,"
a rilevarsi; e vidimi translato,"Mi sono visto tradotto, da solo ora con la mia signora,"
sol con mia donna in più alta salute.,ad uno stato più esaltato di beatitudine.
"Ben m'accors'io ch'io era più levato,",Mi era stato assicurato che ero salito più in alto
"per l'affocato riso de la stella,",per il sorriso ardente del pianeta.
che mi parea più roggio che l'usato.,a brillare più rosso del solito.
Con tutto 'l core e con quella favella,Con tutto il mio cuore e in quella lingua
"ch'è una in tutti, a Dio feci olocausto,","che è lo stesso per tutti, ho fatto"
qual conveniesi a la grazia novella.,Olocausto a Dio che si addice alla nuova grazia.
E non er'anco del mio petto essausto,E l'incendio del sacrificio
"l'ardor del sacrificio, ch'io conobbi",non aveva ancora finito nel mio seno prima che io sapessi
esso litare stato accetto e fausto;,"la mia offerta era propizia e accettata,"
ché con tanto lucore e tanto robbi,"per splendori di tale luminosità, rosso splendente,"
"m'apparvero splendor dentro a due raggi,",mi apparve fra due travi che gridai:
