Original,Translate_EN,Translate_IT_1
"Or sì•tt’ò detto tutta la sentenza,",“Now I’ve summarized for you the main points,Ora ho riassunto per voi i punti principali
Di ciò che•ssagio Amante far   dovria.,of what a wise lover should do:,di quello che un saggio amante dovrebbe fare:
"Così l’amor di lor guadagnieria,","in this way he will earn their love,","in questo modo si guadagnerà il loro amore,"
"Sanz’aver mai tra•llor malivoglienza,",without there ever being enmity among them.,senza che ci sia mai inimicizia tra di loro.
"Se mai trai di pregion Bellacoglienza,","If you succeed in freeing Fair Welcome from prison,","Se riuscirai a liberare Fair Benvenuto dalla prigione,"
"Sì fa che•ttu ne tenghi questa via,","make sure that you keep to this path,","Assicurati di continuare su questa strada,"
"Od altri menti mai non t’ameria,","or else she would never love you,","altrimenti non ti amerebbe mai,"
Che ch’ella ti mostrasse in aparenza.,no matter how much she might appear to do so.,Non importa quanto possa sembrare che lo faccia.
"E dàlle spazio di poter andare,",And give her freedom to be able to go,E darle la liberta' di poter andare.
"Colà, dove le piacie, per la villa;",wherever she likes in the city;,ovunque le piaccia in città;
Pena perduta seria   in le’ guardare:,it would be wasted effort to try to keep tabs on her.,Sarebbe uno sforzo sprecato per cercare di tenerla d'occhio.
Ché•ttu teresti più tosto un’anguilla,For you could more easily hold,Perché si potrebbe più facilmente tenere
"Ben viva per la coda, e fossi in mare,","a live eel by the tail, even if you were in the sea,","un'anguilla viva per la coda, anche se eravate in mare,"
"Che non faresti femina, che ghilla».",than you would be able to handle a wily woman.”,che si sarebbe in grado di gestire una donna astuta.
