Original,Translate_IT
"O Simon mago, o miseri seguaci","Simon Magus, voi, poveri, stupidi,"
"che le cose di Dio, che di bontate",Quello che dovrete sposare alla virtù.
"deon essere spose, e voi rapaci","Le cose di Dio, predatori e idioti,"
"per oro e per argento avolterate,","Siete fatti d'argento e d'oro,"
"or convien che per voi suoni la tromba,","Di voi, jetzo suonerà la tromba;"
però che ne la terza bolgia state.,Vi paga il terzo sacco dei peccati.
"Già eravamo, a la seguente tomba,",Abbiamo scalato le sale rocciose
montati de lo scoglio in quella parte,"Il ponte, da quale in mezzo al grembo"
ch'a punto sovra mezzo 'l fosso piomba.,La prossima gola gli sguardi cadono verticalmente.
"O somma sapïenza, quanta è l'arte","Saggezza, com'è grande la tua arte"
"che mostri in cielo, in terra e nel mal mondo,","Nel cielo, sulla terra, nell'inferno,"
e quanto giusto tua virtù comparte!,E com'è giusto distribuire ogni sorte!
Io vidi per le coste e per lo fondo,Ho visto lì ai lati e fondamentalmente
"piena la pietra livida di fóri,","Un sacco di buchi nella roccia azzurra nera,"
d'un largo tutti e ciascun era tondo.,Disteso e completamente caduto al giro.
Non mi parean men ampi né maggiori,"A loro piaceva, come quelli che entravano..."
"che que' che son nel mio bel San Giovanni,","Alla pietra battesimale di San Giovanni calci i Battisti,"
fatti per loco d'i battezzatori;,"E non essere più stretto, ma anche non andare oltre."
"l'un de li quali, ancor non è molt'anni,",Una di queste una volta faccio saltare in aria perche' ho bisogno...
rupp'io per un che dentro v'annegava:,ha trovato un bambino a metà ricamata dentro;
e questo sia suggel ch'ogn'omo sganni.,"Così sia suggellato, e io lo rappresenterò."
Fuor de la bocca a ciascun soperchiava,"Ho visto che, allungato da ogni buco,"
d'un peccator li piedi e de le gambe,"Due piedi e gambe hanno trovato fino al grasso,"
"infino al grosso, e l'altro dentro stava.",L'altro corpo rimase nascosto all'interno;
Le piante erano a tutti accese intrambe;,"Vide le suole in fiamme,"
"per che sì forte guizzavan le giunte,",E vide la pistola che si agitava e girava
che spezzate averien ritorte e strambe.,Cosi' forte da far esplodere catene e catene.
