Original,Translate_EN,Translate_IT_1
"Né non amar   già huon, che ’n sua beleza",“Never love a man who’s taken,Mai amare un uomo che ha preso
"Si fidi, né ch’egli a lisciarsi ’ntenda:","with his own beauty, nor one who likes to preen:","con la sua bellezza, né chi ama predicare:"
"In quel cotal non vo’ che•ttu t’intenda,","I don’t want you to fall in love with such a man,","Non voglio che tu ti innamori di un tale uomo,"
"Ma, ’l più che puo’, da•llu fa istraneza.",but stay as far away from him as you can.,ma stai il più lontano possibile da lui.
"L’uon, che si piacie, fa gran scipideza",The man who likes himself is very foolish,L'uomo a cui piace è molto sciocco
E grand’orgoglio: e’ l’ira di Dio atenda,and proud: may he receive God’s fury;,"e superbo: possa ricevere la furia di Allah,"
"E tale ’l mise il Giudicie in sua ,",and Ptolemy says in his work,e Tolomeo dice nel suo lavoro
"C’aver non potesse amor, né francheza,",that such a man cannot have love and spiritual freedom.,che un tale uomo non può avere amore e libertà spirituale.
Né non puote aver cuor di ben amare:,"Nor can he have a heart that loves nobly,","Né può avere un cuore che ama nobilmente,"
"Ché, tutto ciò ch’egli avrà detto a l’una,","because all that he has said to one woman,","perché tutto quello che ha detto a una sola donna,"
"Sì tosto il va a l’altra ricontare,",he will just as quickly repeat to another;,si ripeterà altrettanto rapidamente ad un altro;
"E così pensa a far   di ciascheduna,",and in this way he plans to deal with every woman,e in questo modo ha intenzione di affrontare ogni donna
Né non intende c’a•llor barattare.,and intends only to deceive them:,e intende solo ingannarli:
Udita n’ò la pianta di più d’una.,I have heard the lament of more than one.”,Ho sentito il lamento di più di uno.
