Original,Translate_IT
"'Al Padre, al Figlio, a lo Spirito Santo',","""Al Padre, al Figlio e allo Spirito Santo,"
"cominciò, 'gloria!', tutto 'l paradiso,","gloriosa, gridò tutte le anime del Paradiso,"
sì che m'inebrïava il dolce canto.,e mi sono ubriacato della dolcezza della loro canzone.
Ciò ch'io vedeva mi sembiava un riso,Mi sembrava di aver visto l'universo
de l'universo; per che mia ebbrezza,"sorridere, in modo che la mia ubriachezza"
intrava per l'udire e per lo viso.,è venuto ora attraverso l'udito e attraverso la vista.
Oh gioia! oh ineffabile allegrezza!,O felicità! O gioia oltre la descrizione!
oh vita intègra d'amore e di pace!,O vita compiuta nell'amore e nella pace!
oh sanza brama sicura ricchezza!,"O ricchezze tenute in serbo, esenti da voglie!"
Dinanzi a li occhi miei le quattro face,Davanti ai miei occhi quattro torce erano in fiamme.
"stavano accese, e quella che pria venne","Colui che, luminoso, era uscito per primo"
"incominciò a farsi più vivace,","cominciò a brillare più brillantemente,"
"e tal ne la sembianza sua divenne,","il suo aspetto che cambia, come Giove"
"qual diverrebbe Iove, s'elli e Marte",se lui e Marte fossero uccelli
fossero augelli e cambiassersi penne.,e aveva scambiato il loro piumaggio.
"La provedenza, che quivi comparte",La provvidenza che vi assegna
"vice e officio, nel beato coro",sia il tempo che il dovere avevano imposto il silenzio
"silenzio posto avea da ogne parte,","su ogni membro del coro sacro,"
"quand'ïo udi': “Se io mi trascoloro,","quando ho sentito: 'Se il mio colore cambia, non essere stupito,"
"non ti maravigliar, ché, dicend'io,","perché mentre io parlo, tu vedrai"
vedrai trascolorar tutti costoro.,anche il colore di ogni anima qui cambia.
"Quelli ch'usurpa in terra il luogo mio,","Colui che sulla terra usurpa il mio posto,"
"il luogo mio, il luogo mio che vaca","il mio posto, il mio posto, che negli occhi"
"ne la presenza del Figliuol di Dio,","del Figlio di Dio è vacante,"
fatt'ha del cimitero mio cloaca,"'ha reso la mia tomba una fogna di sangue e sporcizia,"
del sangue e de la puzza; onde 'l perverso,"così che il Male, che è caduto da qui in alto,"
"che cadde di qua sù, là giù si placa”.","prende soddisfazione là sotto."""
Di quel color che per lo sole avverso,Poi vidi che tutto questo cielo era soffuso
"nube dipigne da sera e da mane,",con il colore stesso dipinto su quelle nuvole
vid'ïo allora tutto 'l ciel cosperso.,che si affacciano al sole all'alba o al tramonto.
E come donna onesta che permane,"Come donna casta, certa della sua virtù,"
"di sé sicura, e per l'altrui fallanza,","solo sentendo parlare della colpa di un altro,"
"pur ascoltando, timida si fane,","rende evidente la vergogna che prova per esso,"
così Beatrice trasmutò sembianza;,"cosi' come Beatrice ha cambiato aspetto,"
e tale eclissi credo che 'n ciel fue,"e proprio una tale eclissi, credo, c'era sopra"
quando patì la supprema possanza.,quando l'Onnipotente provava dolore.
Poi procedetter le parole sue,Poi ha aggiunto queste parole alla sua prima
"con voce tanto da sé trasmutata,",con voce così alterata dal suo stato precedente
che la sembianza non si mutò piùe:,che anche i suoi sguardi non erano più cambiati:
“Non fu la sposa di Cristo allevata,La Sposa di Cristo non era nutrita con il mio sangue...
"del sangue mio, di Lin, di quel di Cleto,",né quella di Linus e di Cletus...
per essere ad acquisto d'oro usata;,per servire la causa del guadagno dell'oro.
ma per acquisto d'esto viver lieto,"'Piuttosto, per ottenere questo modo di vivere gioioso"
e Sisto e Pïo e Calisto e Urbano,"Sisto, Pio, Calixto e Urbano"
sparser lo sangue dopo molto fleto.,versato il loro sangue dopo molte lacrime.
Non fu nostra intenzion ch'a destra mano,"""Non è mai stata nostra intenzione che l'una parte"
"d'i nostri successor parte sedesse,",della piega di Cristo dovrebbe essere seduto sulla destra
parte da l'altra del popol cristiano;,"dei nostri successori, e l'altro a sinistra,"
"né che le chiavi che mi fuor concesse,",Ne' che le chiavi affidate alla mia custodia...
divenisser signaculo in vessillo,dovrebbero diventare dispositivi sulle norme
che contra battezzati combattesse;,"sopportato in battaglie combattute contro i battezzati,"
né ch'io fossi figura di sigillo,'né che io diventi l'impronta in un sigillo
"a privilegi venduti e mendaci,",in vendita per frode e tangenti
ond'io sovente arrosso e disfavillo.,"perché arrossisca, a sua volta, di rabbia e di vergogna."
In vesta di pastor lupi rapaci,'Lupi venosi in abiti da pastore'
