Original,Translate_IT
"Quando per dilettanze o ver per doglie,","Ogni volta che per delizia o altro per dolore,"
"che alcuna virtù nostra comprenda,","Che si impossessa di ogni nostra facoltà,"
"l'anima bene ad essa si raccoglie,","A chi l'anima si raccoglie,"
par ch'a nulla potenza più intenda;,Seemeth che nessun altro potere di cui si occupa;
e questo è contra quello error che crede,E questo contro quell'errore è che pensa
ch'un'anima sovr'altra in noi s'accenda.,Un'anima sopra un'altra si accende in noi.
"E però, quando s'ode cosa o vede","E quindi, ogni volta che si sente o si vede qualcosa"
"che tegna forte a sé l'anima volta,","che tiene l'anima intensamente piegata su di esso,"
vassene 'l tempo e l'uom non se n'avvede;,"Il tempo passa, e noi non lo percepiamo,"
"ch'altra potenza è quella che l'ascolta,","Perche' una facolta' e' cio' che ascolta,"
e altra è quella c'ha l'anima intera:,e l'altro ciò che l'anima conserva integro;
questa è quasi legata e quella è sciolta.,"Questo è come in obbligazioni, e questo è libero."
"Di ciò ebb'io esperïenza vera,",Di questo ho avuto esperienza positiva
udendo quello spirto e ammirando;,nell'udire e guardare quello spirito;
ché ben cinquanta gradi salito era,Per cinquanta gradi pieni uprisen è stato
"lo sole, e io non m'era accorto, quando","Il sole, e non l'avevo percepito, quando"
venimmo ove quell'anime ad una,Siamo venuti dove quelle anime con un solo accordo
gridaro a noi: “Qui è vostro dimando”.,"Gridò a noi: ""Ecco quello che chiedete."""
Maggiore aperta molte volte impruna,Una maggiore apertura spesso si nasconde
con una forcatella di sue spine,Con un po' di forchetta delle sue spine
"l'uom de la villa quando l'uva imbruna,","Il contadino, a che ora l'uva si incastra,"
che non era la calla onde salìne,Che era il passaggio attraverso il quale ascese
"lo duca mio, e io appresso, soli,","Solo il mio Leader ed io dietro di lui,"
come da noi la schiera si partìne.,Dopo che quella compagnia se n'e' andata da noi.
"Vassi in Sanleo e discendesi in Noli,","Si sale Sanleo e si scende a Noli,"
montasi su in Bismantova e 'n Cacume,"e monta la cima di Bismantova,"
con esso i piè; ma qui convien ch'om voli;,Con i piedi soli; ma qui bisogna volare;
dico con l'ale snelle e con le piume,Con i pignoni veloci e i pennacchi dico
"del gran disio, di retro a quel condotto","di grande desiderio, condotto dopo di lui"
che speranza mi dava e facea lume.,Che mi ha dato speranza e mi ha illuminato.
"Noi salavam per entro 'l sasso rotto,","Abbiamo montato verso l'alto attraverso la roccia rifted,"
"e d'ogne lato ne stringea lo stremo,","E da ogni parte il confine ci opprimeva,"
e piedi e man volea il suol di sotto.,E i piedi e le mani il terreno sotto richiesto.
Poi che noi fummo in su l'orlo suppremo,Quando siamo arrivati sul bordo superiore
"de l'alta ripa, a la scoperta piaggia,","Della riva alta, sul pendio aperto,"
"“Maestro mio”, diss'io, “che via faremo?”.","""Mio Maestro,"" dissi, ""che strada prenderemo?"""
Ed elli a me: “Nessun tuo passo caggia;,"Ed egli a me: ""Nessun passo della tua discesa;"
"pur su al monte dietro a me acquista,","Su per il monte dietro di me vinci la tua strada,"
fin che n'appaia alcuna scorta saggia”.,"Finche' qualche scorta di salvia non ci apparira'."""
"Lo sommo er'alto che vincea la vista,","La cima era cosi' alta che ha sconfitto la vista,"
e la costa superba più assai,E la collina precipitosa molto di più
che da mezzo quadrante a centro lista.,Che linea dal quadrante centrale al centro.
"Io era lasso, quando cominciai:","Quando ho iniziato, sono stato io ad essere stanco:"
"“O dolce padre, volgiti, e rimira","""O mio dolce Padre, volgiti e guarda"
"com'io rimango sol, se non restai”.","Come rimango sola, a meno che tu non resti!"""
"“Figliuol mio”, disse, “infin quivi ti tira”,","""O figliolo,"" disse, ""su di te trascinare te stesso,"""
additandomi un balzo poco in sùe,"Mi indica una terrazza un po' più alta,"
che da quel lato il poggio tutto gira.,Che da quel lato circonda tutta la collina.
"Sì mi spronaron le parole sue,","Queste sue parole mi spronarono tanto, che io..."
"ch'i' mi sforzai carpando appresso lui,","Ha addestrato ogni nervo, dietro di lui che si agitava,"
tanto che 'l cinghio sotto i piè mi fue.,Finche' il cerchio non e' stato sotto i miei piedi.
A seder ci ponemmo ivi ambedui,Ci siamo seduti tutti e due.
"vòlti a levante ond'eravam saliti,","Girati verso l'Oriente, da cui eravamo ascesi,"
che suole a riguardar giovare altrui.,Per tutti gli uomini sono felici di guardarsi indietro.
Li occhi prima drizzai ai bassi liti;,Ai bassi fondali i miei occhi li dissi per la prima volta:
"poscia li alzai al sole, e ammirava","Poi il sole li sollevò, e si meravigliò"
che da sinistra n'eravam feriti.,Che alla mano sinistra siamo stati colpiti da esso.
Ben s'avvide il poeta ch'ïo stava,Il Poeta ben percepito che ero completamente
"stupido tutto al carro de la luce,","sbigottito al carro della luce,"
ove tra noi e Aquilone intrava.,Dove siamo entrati noi e l'Aquilon.
Ond'elli a me: “Se Castore e Poluce,"E mi disse: ""Se Castor e Pollux"
fossero in compagnia di quello specchio,"Erano in compagnia di uno specchio,"
"che sù e giù del suo lume conduce,","che su e giù conduce con la sua luce,"
tu vedresti il Zodïaco rubecchio,Vedresti la ruota frastagliata dello zodiaco
"ancora a l'Orse più stretto rotare,","ancora più vicino agli Orsi,"
se non uscisse fuor del cammin vecchio.,A meno che non si sia allontanato dalla sua vecchia pista.
"Come ciò sia, se 'l vuoi poter pensare,","Come potrebbe essere che hai il potere di pensare,"
"dentro raccolto, imagina Sïòn","Raccolto in te stesso, immagina Zion"
con questo monte in su la terra stare,"Insieme a questo monte sulla terra per stare in piedi,"
"sì, ch'amendue hanno un solo orizzòn",Cosi' che entrambi abbiano un unico orizzonte...
e diversi emisperi; onde la strada,ed emisferi diversi; per cui la strada
"che mal non seppe carreggiar Fetòn,","Che Phaeton, ahimè! non sapeva guidare,"
vedrai come a costui convien che vada,Tu vedi come deve passare la necessità
"da l'un, quando a colui da l'altro fianco,","Questo da un lato, quando quello dall'altro,"
se lo 'ntelletto tuo ben chiaro bada”.,"Se la tua intelligenza ti ascolta chiaramente."""
"“Certo, maestro mio”, diss'io, “unquanco","""Veramente, mio Maestro,"" dissi, ""mai"
non vid'io chiaro sì com'io discerno,"Ho visto chiaramente quello che ora discernevo,"
"là dove mio ingegno parea manco,","Là dove il mio spirito è apparso incompetente,"
"che 'l mezzo cerchio del moto superno,","Che il centro-cerchio del moto supernale,"
"che si chiama Equatore in alcun'arte,","Che in qualche arte è l'equatore chiamato,"
"e che sempre riman tra 'l sole e 'l verno,","E Aye rimane tra il Sole e l'Inverno,"
"per la ragion che di', quinci si parte","Per la ragione che tu dici, vattene da qui"
"verso settentrïon, quanto li Ebrei","Tow'srds il Septentrion, a che ora gli Ebrei"
vedevan lui verso la calda parte.,L'ha vista trainare la regione del caldo.
"Ma se a te piace, volontier saprei","Ma, se ti piacesse, imparerei a fingere."
quanto avemo ad andar; ché 'l poggio sale,"Quanto lontano dobbiamo andare, perché la collina sorge"
più che salir non posson li occhi miei”.,"Più in alto dei miei occhi hanno il potere di alzarsi."""
"Ed elli a me: “Questa montagna è tale,","Ed egli a me: ""Questo monte è tale, che mai"
che sempre al cominciar di sotto è grave;,"All'inizio sotto sotto e' noioso,"
"e quant'om più va sù, e men fa male.","E sì, più si arrampica, meno fa male."
"Però, quand'ella ti parrà soave","Perciò, quando ti sembrerà così piacevole,"
"tanto, che sù andar ti fia leggero",# Che salire sara' facile per te #
"com'a seconda giù andar per nave,","Come scendere la corrente in una barca,"
allor sarai al fin d'esto sentiero;,Alla fine di questo sentiero tu sarai;
quivi di riposar l'affanno aspetta.,Là per riposare il tuo respiro ansioso si aspettano;
"Più non rispondo, e questo so per vero”.","Non rispondo più; e questo lo so per vero."""
"E com'elli ebbe sua parola detta,","E mentre terminava di pronunciare queste parole,"
una voce di presso sonò: “Forse,"Una voce vicina a noi suonava: ""Perventure"
che di sedere in pria avrai distretta!”.,"Avrai bisogno di sederti prima di questo."""
"Al suon di lei ciascun di noi si torse,","A suon di suoni ognuno di noi si voltò,"
"e vedemmo a mancina un gran petrone,","e vide sulla sinistra una grande roccia,"
del qual né io né ei prima s'accorse.,Che né io né lui avevamo notato prima.
Là ci traemmo; e ivi eran persone,Più tardi abbiamo disegnato; e là c'erano persone
che si stavano a l'ombra dietro al sasso,"che nell'ombra stava dietro la roccia,"
come l'uom per negghienza a star si pone.,Come uno attraverso l'indulgenza è solito stare in piedi.
"E un di lor, che mi sembiava lasso,","E uno di loro, che mi sembrava affaticato,"
"sedeva e abbracciava le ginocchia,","Era seduto, ed entrambe le ginocchia abbracciavano,"
tenendo 'l viso giù tra esse basso.,Teneva la faccia bassa tra di loro inchinata.
"“O dolce segnor mio”, diss'io, “adocchia","""O mio dolce Signore,"" dissi, ""volgi l'occhio"
colui che mostra sé più negligente,Su colui che si mostra più negligente
che se pigrizia fosse sua serocchia”.,"Allora anche Sloth stessa sua sorella era."""
"Allor si volse a noi e puose mente,","Poi si voltò verso di noi, e diede ascolto,"
"movendo 'l viso pur su per la coscia,","Sollevando gli occhi sopra la coscia,"
"e disse: “Or va tu sù, che se' valente!”.","E disse: ""Ora vai, perché sei valoroso."""
"Conobbi allor chi era, e quella angoscia","Allora io conoscevo chi era; e l'angoscia,"
"che m'avacciava un poco ancor la lena,","Che ancora un po 'mi ha fatto respirare in fretta,"
non m'impedì l'andare a lui; e poscia,Il mio andare a lui non ha impedito; e dopo
"ch'a lui fu' giunto, alzò la testa a pena,","Sono venuto da lui a malapena ha alzato la testa,"
dicendo: “Hai ben veduto come 'l sole,"Dicendo: ""Hai visto chiaramente come il sole"
da l'omero sinistro il carro mena?”.,"La tua spalla sinistra guida il suo carro?"""
Li atti suoi pigri e le corte parole,Il suo atteggiamento lento e le sue parole incurvate
mosser le labbra mie un poco a riso;,Un po' per ridere m'ha mosso le labbra;
"poi cominciai: “Belacqua, a me non dole","Poi ho cominciato: ""Belacqua, non mi addolora"
di te omai; ma dimmi: perché assiso,"Per te d'ora in poi, ma dimmi, per quale motivo seduto"
"quiritto se' ? attendi tu iscorta,",In questo luogo sei tu? Aspetti una scorta?
