Original,Translate_IT
"Ora sen va per un secreto calle,","Fuggiva, qui c'era il muro, là c'era il castigo,"
"tra 'l muro de la terra e li martìri,","In un sentiero stretto di nobile modo,"
"lo mio maestro, e io dopo le spalle.",Lui davanti a me e io dietro di lui.
"“O virtù somma, che per li empi giri","Che tu mi guidi attraverso i cerchi corrotti,"
"mi volvi”, cominciai, “com'a te piace,","Ho detto, vorrei che, se ti piacesse,"
"parlami, e sodisfammi a' miei disiri.",Anche qui la tua parola insegna anche a me.
La gente che per li sepolcri giace,Si può vedere quello che contiene ogni tomba?
potrebbesi veder? già son levati,"I coperchi, francamente, non sono contrari,"
"tutt'i coperchi, e nessun guardia face”.",Non c'è nessuno in servizio.
E quelli a me: “Tutti saran serrati,"""Nessun coperchio affonda chiuso,"""
quando di Iosafàt qui torneranno,"Disse: ""Quando si allontanarono da Giosafat,"
coi corpi che là sù hanno lasciati.,Portando le loro membra lasciate lì.
Suo cimitero da questa parte hanno,"Sai, Epicurus è in questo posto"
"con Epicuro tutti suoi seguaci,","velluto ai suoi discepoli che insegnano la morte,"
che l'anima col corpo morta fanno.,Che così ha distrutto Seel come corpo.
Però a la dimanda che mi faci,"Soddisfazione, dunque, al desiderio,"
"quinc'entro satisfatto sarà tosto,","Quello che hai scoperto, questo funerale qui,"
e al disio ancor che tu mi taci”.,"Concedere così il desiderio che nascondi."""
"E io: “Buon duca, non tegno riposto","Io non ti nascondo mai il mio cuore,"
"a te mio cuor se non per dicer poco,","Ma io parlo in parole brevi,"
e tu m'hai non pur mo a ciò disposto”.,"E non solo ora, mi hai raccomandato questo."
“O Tosco che per la città del foco,"""Toscani, tu che sei vivo attraverso la porta"
"vivo ten vai così parlando onesto,","La città del fuoco, così onorevolemente parlante, ha invaso,"
piacciati di restare in questo loco.,"Ti prego, ti prego, in questo posto."
La tua loquela ti fa manifesto,"Riconosco il suono della tua lingua,"
"di quella nobil patrïa natio,","Sei nato dalla nobile patria,"
a la qual forse fui troppo molesto”.,"Che, troppo fastidioso per lui, anche sono nato."""
Subitamente questo suono uscìo,"All'improvviso, questa era una bara,"
"d'una de l'arche; però m'accostai,","Così mi sono avvicinato un po' al mio castello,"
"temendo, un poco più al duca mio.",Perche' di nuovo il mio cuore era pervaso dalla paura.
Ed el mi disse: “Volgiti! Che fai?,"- Che stai facendo? - gridò immediatamente,"
Vedi là Farinata che s'è dritto:,"""Guarda che la farinata sta per esplodere..."
da la cintola in sù tutto 'l vedrai”.,"Dalla cintura alla testa, guardalo là!"""
Io avea già il mio viso nel suo fitto;,Io che gli ho dato un'occhiata in faccia...
