Original,Translate_IT_1
"Commendata questa donna comunemente sì secondo l'anima come secondo lo corpo, io procedo a commendare lei spezialmente secondo l'anima; e prima la commendo secondo che 'l suo bene è grande in sé, poi la commendo secondo che 'l suo bene è grande in altrui e utile al mondo. E comincia questa parte seconda quando dico: Di costei si può dire.","Dopo aver esaltato questa donna nella sua interezza, per quanto riguarda la sua anima e il suo corpo, vado a esaltarla specificamente per quanto riguarda la sua anima. Prima la estolo nella misura in cui la sua bontà è qualcosa di grande in sé, e poi la estolo nella misura in cui la sua bontà è qualcosa di grande rispetto agli altri e benefico per il mondo. Inizio questa seconda parte: Di lei si può dire."
"Dunque dico prima: In lei discende la vertù divina. Ove è da sapere che la divina bontade in tutte le cose discende, e altrimenti essere non potrebbero; ma avegna che questa bontade si mova da simplicissimo principio, diversamente si riceve, secondo più e meno, dalle cose riceventi. Onde scritto è nel libro delle Cagioni: «La prima bontade manda le sue bontadi sopra le cose con uno discorrimento». Veramente ciascuna cosa riceve da quello discorrimento secondo lo modo della sua vertù e dello suo essere.","Comincio, quindi, dicendo: La potenza divina discende in lei. Qui si deve spiegare che la bontà divina scende in tutte le cose; altrimenti non potrebbero avere esistenza. Ma anche se questa bontà procede da una fonte assolutamente semplice, essa è ricevuta in modo diverso, in misura maggiore o minore, dalle cose che la ricevono. E così il Libro delle Cause afferma: ""La prima bontà elargisce la sua molteplicità di bontà sulle cose in un'unica effusione."""
"E di ciò sensibile essemplo avere potemo dal sole: vedemo la luce del sole, la quale è una, da uno fonte derivata, diversamente dalle corpora essere ricevuta, sì come dice Alberto in quello libro che fa dello Intelletto: ché certi corpi, per molta chiaritade di diafano avere in sé mista, tosto che 'l sole li vede, diventano tanto luminosi, che per multiplicamento di luce in quelli è lo loro aspetto [vincente], e rendono alli altri di sé grande splendore, sì come è l'oro e alcuna pietra.","Ogni cosa, tuttavia, riceve una parte di quella effusione secondo la misura della sua particolare potenza ed essenza. Qui il sole può fornire un modello dal regno dei sensi. Vediamo che la luce solare, che è essa stessa una sola cosa, derivata da una sola sorgente, è ricevuta in modo diverso dai vari corpi, come dice Alberto nella sua opera sull'intelletto. Per alcuni corpi, a causa della grande chiarezza della materia diafana nella loro composizione, diventano così luminosi quando il sole colpisce loro che, attraverso la diffusione della luce in essi e nel loro aspetto, trasmettono ad altre cose una brillante riflessione da se stessi, come è il caso dell'oro e di certe pietre."
"Certi sono che, per essere del tutto diafani, non solamente ricevono la luce ma quella non impediscono, anzi rendono lei del loro colore colorata nell'altre cose. E certi sono tanto vincenti nella purità del diafano, che divegnono sì raggianti, che vincono l'armonia dell'occhio e non si lasciano vedere sanza fatica del viso, sì come sono li specchi. Certi altri sono tanto sanza diafano, che quasi poco della luce ricevono, com'è la terra.","Ci sono altri corpi che, perché sono totalmente diafani, non solo ricevono la luce, ma non la impediscono; anzi la trasmettono ad altre cose colorate con la propria tonalità. Altre cose sono ancora così potenti in virtù della purezza della loro materia diafana che diventano così radianti da sopraffare il funzionamento armonioso della nostra vista, e non possono essere guardate senza che i nostri occhi si sforzino, come accade con gli specchi. Altre cose mancano ancora di materia diafana che ricevono relativamente poca luce, come ad esempio la terra."
"Così la bontà di Dio è ricevuta altrimenti dalle sustanze separate, cioè dalli Angeli, che sono sanza grossezza di materia, quasi diafani per la purità della loro forma; e altrimenti dall'anima umana, che, avegna che da una parte sia da materia libera, da un'altra è impedita, sì com'è l'uomo ch'è tutto nell'acqua fuor del capo, del quale non si può dire che tutto sia nell'acqua né tutto fuor da quella; e altrimenti dalli animali, la cui anima tutta in materia è compresa, ma, tanto dico, alquanto [è] nobilitata; e altrimenti dalle piante, e altrimenti dalle minere, e altrimenti dalla terra che dalli altri, però che è materialissima, e però remotissima e improporzionalissima alla prima simplicissima e nobilissima vertute che sola è intellettuale, cioè Dio.","Allo stesso modo, la bontà di Dio è ricevuta in una varietà di modi da diversi esseri: in un modo da sostanze separate, cioè, gli Angeli, che, essendo senza la rugosità della materia, sono quasi perfettamente diafani nella purezza della loro forma; in un altro modo dall'anima umana, che, essendo in parte libera dalla materia ma in parte ostacolata da essa, è come un uomo completamente immerso nell'acqua tranne il suo capo, di cui non si può dire che egli è completamente nell'acqua né completamente fuori di essa; in un altro modo dagli animali, le cui anime sono completamente confinate nella materia, anche se sono, concedo, dotate di qualche nobiltà; in un altro modo da piante; in un altro modo da minerali; e in un altro modo dalla terra, un modo che differisce da quello degli altri elementi, poiché la terra, essendo la più materiale di tutti, è il più lontano e il più dissimili al primo, del tutto semplice e perfettamente nobile potere, che è puramente intellettuale, Dio stesso."
"E avegna che posti siano qui gradi generali, nondimeno si possono porre gradi singulari: cioè che quella riceve, dell'anime umane, altrimenti una che un'altra. E però che [nel]l'ordine intellettuale dell'universo si sale e discende per gradi quasi continui dalla infima forma all'altissima [e dall'altissima] alla infima, sì come vedemo nell'ordine sensibile; e tra l'angelica natura, che è cosa intellettuale, e l'anima umana non sia grado alcuno, ma sia quasi l'uno all'altro continuo per li ordini delli gradi; e tra l'anima umana e l'anima più perfetta delli bruti animali ancor mezzo alcuno non sia; e noi veggiamo molti uomini tanto vili e di sì bassa condizione, che quasi non pare [loro] essere altro che bestia: e così è da porre e da credere fermamente che sia alcuno tanto nobile e di sì alta condizione che quasi non sia altro che angelo.","Anche se ho parlato finora solo di vari gradi a livello generico, lo stesso può essere detto anche per quanto riguarda gli individui, in quanto ogni anima umana riceve la bontà divina in un modo diverso da quello degli altri. E così nell'ordine intellettuale dell'universo c'è una scala di salita e discesa lungo gradi quasi continui dal più basso al più alto e dal più alto al più basso, proprio come c'è nel mondo sensibile, come osserviamo. Inoltre, tra la natura angelica, che è puramente intellettuale, e l'anima umana non c'è grado di intervento; piuttosto, uno è più o meno continuo con l'altro nella scala dei gradi. Ancora una volta, tra l'anima umana e l'anima più perfetta tra gli animali bruti non c'è spazio: vediamo molti uomini che sono così base e hanno sunk così basso che sembrano difficilmente distinguibili dalle bestie. Allo stesso modo, deve essere affermato e fermamente tenuto che alcuni uomini sono così nobili e di tale alto calibro che non sono considerati più gli angeli;"
"Altrimenti non si continuerebbe l'umana spezie da ogni parte, che essere non può. E questi cotali chiama Aristotile, nel settimo dell'Etica, divini; e cotale dico io che è questa donna, sì che la divina virtude, a guisa che discende nell'angelo, discende in lei.","Aristotele chiama queste persone divine; e tale è ciò che io dichiaro questa signora essere, in modo che la virtù divina discende in lei come se in un angelo."
"Poi quando dico: E qual donna gentil questo non crede, pruovo questo per la esperienza che aver di lei si può in quelle operazioni che sono propie dell'anima razionale, dove la divina luce più espeditamente raggia; cioè nel parlare e nelli atti che reggimenti e portamenti sogliono essere chiamati.","Quando vado avanti: Lasciate che qualsiasi nobile signora che non crede a questo, lo dimostri facendo riferimento all'esperienza di lei che può essere avuto in quelle operazioni proprie dell'anima razionale in cui i raggi della luce divina brillano più facilmente, cioè la parola e il tipo di attività comunemente chiamata condotta e portante. Va spiegato qui che l'uomo è l'unico animale che parla ed è capace di condurre e di attività che sono chiamate razionali, perché solo lui possiede in sé la forza della ragione."
"Onde è da sapere che solamente l'uomo intra li animali parla, ed ha reggimenti ed atti che si dicono razionali, però che solo elli ha in sé ragione. E se alcuno volesse dire contra, dicendo che alcuno uccello parli, sì come pare di certi, massimamente della gazza e del pappagallo, e che alcuna bestia fa atti o vero reggimenti, sì come pare della scimia e d'alcuna altra, rispondo che non è vero che parlino né che abbiano reggimenti, però che non hanno ragione, dalla quale queste cose convegnono procedere; né è in loro lo principio di queste operazioni, né conoscono che sia ciò, né intendono per quello alcuna cosa significare, ma solo quello che veggiono e odono ripresentare.","Se qualcuno vuole negare questo, sostenendo che alcuni uccelli parlano, come alcuni sembrano fare (soprattutto la gazza e il pappagallo), e che alcune bestie mostrano attività razionale o condotta, come sembra essere il caso con la scimmia e con alcuni altri animali, allora la mia risposta è questa: non è vero che parlano o sono capaci di condotta, perché non possiedono il potere della ragione, da cui questi devono procedere. In essi non c'è alcuna fonte di tali operazioni, né sanno che cosa sono, né cercano di trasmettere alcun significato da loro: riproducono semplicemente ciò che vedono e sentono."
"Onde, sì come la imagine delle corpora in alcuno corpo lucido si rappresenta, sì come nello specchio, così la imagine [................ E sì come la imagine] corporale che lo specchio dimostra non è vera, così la imagine della ragione, cioè li atti e lo parlare che l'anima bruta ripresenta o vero dimostra, non è vera.","Così come l'immagine di una cosa fisica è riprodotta in qualche corpo luminoso come uno specchio, così che l'immagine fisica che lo specchio visualizza non è veramente la cosa stessa, così la parvenza della ragione, cioè l'attività e il discorso che l'anima animale riproduce o mostra, non è veramente la ragione stessa."
"Dico che 'qual donna gentile non crede quello ch'io dico, che vada con lei, e miri li suoi atti' - non dico quale uomo, però che più onestamente per le donne [di donna] si prende esperienza che per l'uomo -; e dico quello che di lei con lei sentirà, dicendo quello che fa lo suo parlare, e che fanno li suoi reggimenti.","Io dico ""che ogni nobile donna che non crede a ciò che dico la accompagni e osservi le sue azioni"" (non dico ""qualsiasi uomo"" perché è più opportuno parlare di donne che ricevono istruzione da una donna piuttosto che dire questo degli uomini) e descrivo come le donne saranno colpite da lei quando parlo dell'effetto creato sia dal suo discorso che dalla sua condotta."
"Ché 'l suo parlare, per l'altezza e per la dolcezza sua, genera nella mente di chi l'ode uno pensiero d'amore, lo quale io chiamo spirito celestiale, però che là su è lo suo principio e di là su viene la sua sentenza, sì come di sopra è narrato: del qual pensiero si procede in ferma oppinione che questa sia miraculosa donna di vertude.","Per la sua sublimità e dolcezza il suo discorso genera nella mente di chi la ascolta un pensiero d'amore. Questo io chiamo uno spirito celeste, perché nel regno di sopra sta la sua sorgente e dal regno di sopra viene il suo significato, come ho spiegato; quel pensiero dà origine alla ferma convinzione di essere una donna miracolosamente dotata di virtù."
"E suoi atti, per la loro soavitade e per la loro misura, fanno amore disvegliare e risentire là dovunque è della sua potenza seminata per buona natura. La quale natura[l] semenza si fa come nel seguente trattato si mostr[er]à.",E con la sua gentilezza e moderazione la sua condotta fa risvegliare l'amore e si sente ovunque esista in uno stato potenziale attraverso essere stato seminato dalla bontà della natura. (Come questa semina naturale si svolgerà sarà discusso nel libro seguente.)
"Poi quando dico: Di costei si può dire, intendo narrare come la bontà e la vertù della sua anima è alli altri buona e utile. E prima, com'ella è utile all'altre donne, dicendo: Gentile è in donna ciò che in lei si trova: dove manifesto essemplo rendo alle donne, nel quale mirando possano [sé] fare parere gentili, quello seguitando.","Quando continuo: Di lei si può dire, la mia intenzione è descrivere come la bontà e la virtù della sua anima è buona per gli altri e benefica per loro. Faccio questo prima dicendo come lei è benefica per le altre donne: La nobiltà in una donna è semplicemente ciò che si trova in lei; qui porgo davanti alle donne un chiaro esempio, tale che, dopo averlo contemplato, saranno in grado di mostrare la propria nobiltà imitandola."
