Original,Translate_IT_1
"Detto come nella propia loquela sono quelle due cose per le quali io sono fatto a lei amico, cioè prossimitade a me e bontà propia, dirò come per beneficio e [per] concordia di studio e per benivolenza di lunga consuetudine l'amistà è confirmata e fatta grande.","Ora che ho spiegato come la mia lingua nativa possiede quelle due proprietà che mi hanno fatto suo amico, vicinanza a me e la sua propria bontà, vi spiegherò come quell'amicizia è stata confermata e approfondita attraverso il conferimento dei benefici, l'armonia nella ricerca di un obiettivo comune, e la buona volontà che va con la lunga compagnia."
"Dico prima, ch'io per me ho da lei ricevuto dono di grandissimi beneficî. E però è da sapere che intra tutti beneficî è maggiore quello che più è prezioso a chi riceve; e nulla cosa è tanto preziosa quanto quella per la quale tutte l'altre si vogliono; e tutte l'altre cose si vogliono per la perfezione di colui che vuole.","In primo luogo, allora, io dal mio lato ho ricevuto i benefici più meravigliosi come un dono da esso. Va spiegato qui che di tutti i benefici che possono essere conferiti nessuno è più grande di quello che è più prezioso per il destinatario. Nulla è più prezioso di quello per il quale tutte le altre cose sono desiderate; e tutte le altre cose sono desiderate per il bene della perfezione della persona che li desidera."
"Onde, con ciò sia cosa che due perfezioni abbia l'uomo, una prima e una seconda - la prima lo fa essere, la seconda lo fa essere buono -, se la propia loquela m'è stata cagione e dell'una e dell'altra, grandissimo beneficio da lei ho ricevuto. E ch'ella sia stata a me d'essere [cagione, e ancora di buono essere] se per me non stesse, brievemente si può mostrare.","Concepito, allora, che l'uomo ha due perfezioni, il primo essere che conferisce e il secondo benessere, avrò ricevuto il più grande beneficio dalla mia lingua se è stata la causa di entrambi per me. Si può facilmente dimostrare che è stato per me la causa sia di essere e di benessere, richiedendo da me solo che mi astengo dal mettere alcun ostacolo nel suo modo."
"Non è secondo [........................] a una cosa essere più cagioni efficienti, avegna che una sia massima dell'altre: onde lo fuoco e lo martello sono cagioni efficienti dello coltello, avegna che massimamente è il fabro. Questo mio volgare fu congiungitore delli miei generanti, che con esso parlavano, sì come 'l fuoco è disponitore del ferro al fabro che fa lo coltello: per che manifesto è lui essere concorso alla mia generazione, e così essere alcuna cagione del mio essere.","È possibile, secondo il filosofo, che qualcosa abbia diverse cause efficaci, anche se solo una di queste è la causa efficace nel senso più completo; così, per esempio, il fuoco e il martello sono cause efficienti del coltello, anche se solo il fabbro è tale nel senso più completo. Questo mio volgare, essendo il linguaggio in cui parlavano i miei genitori, li ha riuniti, funzionando come il fuoco che prepara il ferro per il fabbro a fare un coltello. È chiaro, allora, che ha contribuito a portare la mia nascita, ed è stato, quindi, in una certa misura, la fonte del mio essere."
"Ancora: questo mio volgare fu introduttore di me nella via di scienza, che è ultima perfezione [nostra], in quanto con esso io entrai nello latino e con esso mi fu mostrato: lo quale latino poi mi fu via a più inanzi andare. E così è palese, e per me conosciuto, esso essere stato a me grandissimo benefattore.","Inoltre, questo mio volgare mi ha messo sulla strada della conoscenza, la più alta perfezione, in quanto con il suo aiuto ho fatto i miei primi inizi in latino e con il suo aiuto che la lingua è diventato chiaro per me; Il latino è stato allora i mezzi per cui sono stato in grado di andare avanti da solo. E così è evidente, e qualcosa che con piacere riconosco, che il mio volgare è stato un meraviglioso benefattore per me."
"Anche, è stato meco d'uno medesimo studio, e ciò posso così mostrare. Ciascuna cosa studia naturalmente alla sua conservazione: onde, se lo volgare per sé studiare potesse, studierebbe a quella; e quella sarebbe aconciare sé a più stabilitate, e più stabilitate non potrebbe avere che [in] legar sé con numero e con rime.","Inoltre, abbiamo cercato insieme lo stesso obiettivo, come il seguente rende chiaro. Ogni essere cerca naturalmente di preservare la propria esistenza; se, allora, il vernacolare stesso è stato in grado di cercare un obiettivo, questo è ciò che si cercherebbe; questo consisterebbe in pratica di dotarsi di una maggiore stabilità, e questo potrebbe raggiungere solo legandosi insieme con ritmo e rima."
"E questo medesimo studio è stato mio, sì come tanto è palese che non dimanda testimonianza. Per che uno medesimo studio è stato lo suo e 'l mio: per che di questa concordia l'amistà è confermata e acresciuta.","È proprio questo obiettivo per il quale ho lottato, qualcosa di così ovvio da non aver bisogno di alcuna prova. Entrambi abbiamo, quindi, cercato lo stesso obiettivo, e attraverso questa armonia l'amicizia è stata rafforzata e approfondita."
"Anche c'è stata la benivolenza della consuetudine, ché dal principio della mia vita ho avuta con esso benivolenza e conversazione, e usato quello diliberando, interpetrando e questionando.","Anche la buona volontà che accompagna la compagnia è stata presente, perché fin dai miei primi giorni ho avuto buona volontà verso di essa, e sono stato il suo compagno familiare, usandola come ho riflettuto, interpretato e messo in discussione."
"Per che, se l'amistà s'acresce per la consuetudine, sì come sensibilemente appare, manifesto è che essa in me massimamente è cresciuta, che sono con esso volgare tutto mio tempo usato.","Quindi, se l'amicizia si approfondisce attraverso la compagnia, come l'esperienza comune dimostra che lo fa, allora questo è stato chiaramente supremomente vero per me, che ho fatto di questo linguaggio la mia costante preoccupazione."
"E così si vede essere a questa amistà concorse tutte le cagioni generative e acrescitive dell'amistade: per che si conchiude che non solamente amore, ma perfettissimo amore sia quello ch'io a lui debbo avere ed hoe.","E' evidente, quindi, che la mia amicizia per il vernacolare è stata formata da tutte le cause dell'amicizia che lavorano insieme, quelle che la generano e quelle che la approfondiscono. Ne consegue che non è semplicemente amore ma amore del tutto perfetto che gli devo, e che effettivamente do ad esso."
"Così, rivolgendo li occhi a dietro e raccogliendo le ragioni prenotate, puotesi vedere questo pane, col quale si deono mangiare le infrascritte canzoni, essere sufficientemente purgato dalle macule e dall'essere di biado; per che tempo è d'intendere a ministrare le vivande.","Quindi se si getta indietro lo sguardo su ciò che è stato detto e si raccoglie tutti i punti fatti, è chiaro che questo pane, che deve essere mangiato insieme con i seguenti canzoni, è adeguatamente purificato delle sue imperfezioni e di qualsiasi colpa legata al suo essere fatto di orzo. E ', allora, il momento di impostare a servire le varie portate. Questo commento sarà quel pane fine orzo su cui migliaia ampiamente soddisferanno la loro fame, mentre per me ci saranno cestini pieni di godere. Questa sarà una nuova luce, un nuovo sole che sorgerà per prendere il posto del vecchio sole che sta tramontando, e dare luce a coloro che ora perso nelle tenebre perché per loro il vecchio sole non getta luce."
"Questo sarà quello pane orzato del quale si satolleranno migliaia, e a me ne soverchieranno le sporte piene. Questo sarà luce nuova, sole nuovo, lo quale surgerà là dove l'usato tramonterà, e darà lume a coloro che sono in tenebre ed in oscuritade, per lo usato sole che a loro non luce.",
,
,
,
,
,
,
,
