Original,Translate_IT
"“O tu che se' di là dal fiume sacro”,",Quando il settentrione della prima sfera
"volgendo suo parlare a me per punta,",(che non ha mai conosciuto l’aurora o il tramonto)
"che pur per taglio m'era paruto acro,","né altra oscurità che quella del peccato,"
"ricominciò, seguendo sanza cunta,",e che mostrava lassù a ciascuno la via
"“dì, dì se questo è vero; a tanta accusa","del dovere, come in basso fa anche l’altro"
tua confession conviene esser congiunta”.,per chi dirige al porto il suo timone)
"Era la mia virtù tanto confusa,","aveva interrotto il suo corso, la truppa veritiera"
"che la voce si mosse, e pria si spense","che veniva dopo di lui, davanti al grifone,"
che da li organi suoi fosse dischiusa.,Si voltò verso il carro come verso il suo riposo.
Poco sofferse; poi disse: “Che pense?,"E uno di loro, che si sarebbe detto mandato dal Cielo,"
Rispondi a me; ché le memorie triste,"Lanciò tre volte Veni, sponsa, di Libano,"
in te non sono ancor da l'acqua offense”.,e il suo canto fu ripreso dagli altri in coro.
Confusione e paura insieme miste,"Come i beati, nell'ultima chiamata,"
"mi pinsero un tal “sì” fuor de la bocca,","all’improvviso sorgeranno, ciascuno dal suo sepolcro,"
al quale intender fuor mestier le viste.,"cantando l’alleluia con una voce ritrovata,"
"Come balestro frange, quando scocca",su questo carro divino si erano appena alzati
"da troppa tesa, la sua corda e l'arco,","più di cento, ad vocem tanti senis, ministri"
"e con men foga l'asta il segno tocca,",e messaggeri anche della vita eterna.
"sì scoppia' io sottesso grave carco,","Benedictus, dicevano tutti in coro, che venni,"
"fuori sgorgando lagrime e sospiri,","e Manibus data lilia plenis altri,"
e la voce allentò per lo suo varco.,mentre fa piovere i fiori da tutte le parti.
"Ond'ella a me: “Per entro i mie' disiri,","A volte ho visto, alla punta del giorno,"
che ti menavano ad amar lo bene,le rive dell'Oriente che si bagnano nei rosé
"di là dal qual non è a che s'aspiri,",e il resto del cielo nell'azzurro più puro;
quai fossi attraversati o quai catene,e ho visto il sole sorgere nei veli
"trovasti, per che del passare innanzi","così che, i vapori che moderano la sua luminosità,"
dovessiti così spogliar la spene?,L’occhio poteva sostenere a lungo la sua luce.
E quali agevolezze o quali avanzi,"Tale, tra i fiori che cadono come una nuda"
"ne la fronte de li altri si mostraro,",che prendeva la sua nascita tra le dita degli angeli
per che dovessi lor passeggiare anzi?”.,"e pioveva tutto intorno e sopra il carro,"
"Dopo la tratta d'un sospiro amaro,","la fronte cinta di ulivo sotto un velo candido,"
"a pena ebbi la voce che rispuose,","apparve una signora che, sotto un verde mantello,"
e le labbra a fatica la formaro.,Indossavano abiti color fiamma viva.
Piangendo dissi: “Le presenti cose,"E improvvisamente la mia mente, che da troppo tempo"
"col falso lor piacer volser miei passi,",Era rimasto così lontano dalla sua presenza.
tosto che 'l vostro viso si nascose”.,"che aveva dimenticato la sorpresa e la paura,"
Ed ella: “Se tacessi o se negassi,"senza aver avuto bisogno di vederla di più,"
"ciò che confessi, non fora men nota","per la virtù segreta che emana dai suoi occhi,"
la colpa tua: da tal giudice sassi!,Era in potere del suo vecchio amore.
Ma quando scoppia de la propria gota,Non appena i miei occhi sentirono gli effetti
"l'accusa del peccato, in nostra corte",della grande virtù di cui ho ricevuto la
rivolge sé contra 'l taglio la rota.,prima che la mia giovane età abbandonasse l’infanzia
"Tuttavia, perché mo vergogna porte","Cercavo protezione, guardavo a sinistra,"
