Original,Translate_IT
In forma dunque di candida rosa,In moda poi come di una rosa bianca neve
mi si mostrava la milizia santa,"Mi ha mostrato l'ospite santo,"
che nel suo sangue Cristo fece sposa;,"che Cristo nel suo stesso sangue aveva fatto la sua sposa,"
"ma l'altra, che volando vede e canta","Ma l'altro ospite, che vola vede e canta"
la gloria di colui che la 'nnamora,"La gloria di Colui che la innamora,"
"e la bontà che la fece cotanta,","e la bontà che l'ha creata così nobile,"
sì come schiera d'ape che s'infiora,"Anche come uno sciame di api, che affonda nei fiori"
una fïata e una si ritorna,"Un momento, e il prossimo torna di nuovo"
"là dove suo laboro s'insapora,","dove il suo lavoro è alla dolcezza rivolta,"
nel gran fior discendeva che s'addorna,"Affondò nel grande fiore, che è adorna"
"di tante foglie, e quindi risaliva","Con le foglie così tante, e di là risalì"
là dove 'l süo amor sempre soggiorna.,A dove il suo amore dimora sempre di più.
Le facce tutte avean di fiamma viva,"I loro volti erano tutti di fiamma viva,"
"e l'ali d'oro, e l'altro tanto bianco,","e ali d'oro, e tutto il resto così bianco"
che nulla neve a quel termine arriva.,Non c'è neve fino a quel limite.
"Quando scendean nel fior, di banco in banco","Da panchina a panchina, nel fiore discendente,"
porgevan de la pace e de l'ardore,Hanno portato qualcosa della pace e dell'ardore
ch'elli acquistavan ventilando il fianco.,Che per la fanning dei loro fianchi hanno vinto.
Né l'interporsi tra 'l disopra e 'l fiore,E nemmeno l'interposizione del fiore
di tanta moltitudine volante,E che cosa è stato o'er di tale plenitude
impediva la vista e lo splendore:,di forme volanti che impediscono la vista e lo splendore;
ché la luce divina è penetrante,Perché la luce divina penetra così
"per l'universo secondo ch'è degno,","L'universo, secondo il suo merito,"
sì che nulla le puote essere ostante.,Che niente può essere un ostacolo contro di esso.
"Questo sicuro e gaudïoso regno,","Questo regno sicuro e pieno di gioia,"
"frequente in gente antica e in novella,","affollato di gente antica e moderna,"
viso e amore avea tutto ad un segno.,Ad un solo segno aveva tutto il suo aspetto e il suo amore.
Oh trina luce che 'n unica stella,"O Luce Trinale, che in una stella"
"scintillando a lor vista, sì li appaga!","Brillanti alla loro vista, li saziano,"
guarda qua giuso a la nostra procella!,Guardate la nostra tempesta qui sotto!
"Se i barbari, venendo da tal plaga","Se i barbari, provenienti da qualche regione"
"che ciascun giorno d'Elice si cuopra,","Che ogni giorno di Helice è coperto,"
"rotante col suo figlio ond'ella è vaga,","Girando con il figlio in cui si diletta,"
"veggendo Roma e l'ardüa sua opra,","Osservando Roma e tutte le sue nobili opere,"
"stupefaciensi, quando Laterano","Erano meravigliati, a che ora il Lateranense"
a le cose mortali andò di sopra;,"Soprattutto le cose mortali erano eminenti,"
"ïo, che al divino da l'umano,","Io che al divino ho avuto dall'umano,"
"a l'etterno dal tempo era venuto,","Da tempo fino all'eternità, era venuto,"
"e di Fiorenza in popol giusto e sano,","Da Firenze ad un popolo giusto e sano,"
di che stupor dovea esser compiuto!,Con quale stupore devo essere stato riempito!
Certo tra esso e 'l gaudio mi facea,"Davvero tra questo e la gioia, è stato"
libito non udire e starmi muto.,E' un piacere non sentire e non essere muto.
E quasi peregrin che si ricrea,E come un pellegrino che lo delizia
"nel tempio del suo voto riguardando,","Guardando intorno al tempio del suo voto,"
"e spera già ridir com'ello stea,","E spera un giorno di tornare a raccontare com'era,"
"su per la viva luce passeggiando,",Così attraverso la luce vivente il mio modo di perseguire
"menava ïo li occhi per li gradi,","Ho diretto i miei occhi su tutti i ranghi,"
"mo sù, mo giù e mo recirculando.","Ora su, ora giù, e ora tutto intorno."
"Vedëa visi a carità süadi,","Volti che ho visto di carità persuasiva,"
"d'altrui lume fregiati e di suo riso,","Abbellito dalla Sua luce e dal loro sorriso,"
e atti ornati di tutte onestadi.,E gli atteggiamenti adornano di ogni grazia.
La forma general di paradiso,La forma generale del Paradiso già
"già tutta mïo sguardo avea compresa,","Il mio sguardo aveva compreso nel suo insieme,"
in nulla parte ancor fermato fiso;,"Fino ad ora non rimaneva in parte fissa,"
e volgeami con voglia rïaccesa,E intorno mi girai con un desiderio riacceso
per domandar la mia donna di cose,Mia Signora per interrogare le cose
di che la mente mia era sospesa.,A proposito del quale la mia mente era in suspense.
"Uno intendëa, e altro mi rispuose:","Una cosa intendevo, un'altra mi rispose:"
credea veder Beatrice e vidi un sene,"Ho pensato che avrei dovuto vedere Beatrice, e ho visto"
vestito con le genti glorïose.,Un vecchio abitudine come la gente gloriosa.
Diffuso era per li occhi e per le gene,O'erflowing era nei suoi occhi e guance
"di benigna letizia, in atto pio","Con gioia benigna, in atteggiamento di pietà"
quale a tenero padre si convene.,Per quanto riguarda un padre tenero sta diventando.
"E “Ov'è ella?”, sùbito diss'io.","E ""Lei, dov'è?"""
