Original,Translate_IT
Contra miglior voler voler mal pugna;,Il desiderio lotta male contro un desiderio migliore:
"onde contra 'l piacer mio, per piacerli,","così, contro il mio gusto, per fargli piacere,"
trassi de l'acqua non sazia la spugna.,Ho dovuto tirare dall’acqua la spugna insoddisfatta:
Mossimi; e 'l duca mio si mosse per li,io me ne andai; e la mia guida avanzava cercando
"luoghi spediti pur lungo la roccia,","i luoghi liberi, lungo la scogliera,"
come si va per muro stretto a' merli;,"come si va sulle pareti appiccicose agli slot,"
ché la gente che fonde a goccia a goccia,perché le persone che laggiù distillano goccia a goccia
"per li occhi il mal che tutto 'l mondo occupa,","con gli occhi tutto il male che regna sul mondo,"
da l'altra parte in fuor troppo s'approccia.,Si avvicinavano troppo al bordo che guardava fuori.
"Maladetta sie tu, antica lupa,","Che maledetta sei tu, lupa antica, che fa,"
che più che tutte l'altre bestie hai preda,"da sola, più danni di qualsiasi altro animale,"
per la tua fame sanza fine cupa!,Dedicata alle profondità della tua fame infinita!
"O ciel, nel cui girar par che si creda","E tu, cielo, il cui corso sembra indicarci"
"le condizion di qua giù trasmutarsi,","che trasforma quaggiù la nostra condizione,"
quando verrà per cui questa disceda?,Quando verrà dunque colui che deve sterminarlo?
"Noi andavam con passi lenti e scarsi,","Così avanzavamo a passi lenti e contati,"
"e io attento a l'ombre, ch'i' sentia","e prestavo orecchio alle ombre, delle quali salivano"
pietosamente piangere e lagnarsi;,Tristemente fino a noi piangiamo e sospiriamo.
e per ventura udi' “Dolce Maria!”,"Sentii per caso qualcuno che, davanti a noi,"
dinanzi a noi chiamar così nel pianto,"gridava: “Dolce Maria!” in mezzo alle sue lacrime,"
come fa donna che in parturir sia;,"come una buona donna sul punto di partorire,"
"e seguitar: “Povera fosti tanto,","e poi continuava: «La tua povertà fu tale,"
quanto veder si può per quello ospizio,che si può riconoscere nel luogo in cui
dove sponesti il tuo portato santo”.,Tu sei venuto a liberarti dal tuo sacro fardello”.
"Seguentemente intesi: “O buon Fabrizio,","Poi udii: “Brave Fabricius,"
con povertà volesti anzi virtute,Chi preferisce la povertà virtuosa
che gran ricchezza posseder con vizio”.,piuttosto che grandi beni avvolti da vizio!”
"Queste parole m'eran sì piaciute,","Il tono di queste parole mi sembrava così dolce,"
ch'io mi trassi oltre per aver contezza,che mi avvicinai per informarmi meglio
di quello spirto onde parean venute.,sull’anima che sembrava averle pronunciate.
Esso parlava ancor de la larghezza,Si parlava della vastità.
"che fece Niccolò a le pulcelle,","fatto da Nicola alle povere ragazze,"
per condurre ad onor lor giovinezza.,per guidare la loro giovinezza sul sentiero dell’onore.
"“O anima che tanto ben favelle,","“Anima”, gli dissi allora, “chi sa parlare così bene,"
"dimmi chi fosti”, dissi, “e perché sola","dimmi, chi sei tu? perché rimani sola"
tu queste degne lode rinovelle.,a ripetere qui così degne lodi?
"Non fia sanza mercé la tua parola,","Sappi che le tue parole avranno come ricompensa,"
s'io ritorno a compiér lo cammin corto,"se torno a casa, perfezionare il viaggio"
di quella vita ch'al termine vola”.,di questa breve vita in cui tutto tende verso la fine».
"Ed elli: “Io ti dirò, non per conforto","«Rispondo, non per sperare», disse,"
"ch'io attenda di là, ma perché tanta","qualche sollievo da lì, ma a causa"
grazia in te luce prima che sie morto.,della grazia che brilla prima della tua morte in te.
Io fui radice de la mala pianta,Sono io che sono stato il tronco della pianta cattiva.
"che la terra cristiana tutta aduggia,","che si diffonde così lontano nella terra dei cristiani,"
sì che buon frutto rado se ne schianta.,che non si possono quasi più raccogliere frutti belli.
"Ma se Doagio, Lilla, Guanto e Bruggia","Eppure, se quelli di Gand, Lille, Bruges e Douai"
"potesser, tosto ne saria vendetta;","Lo potevano, e subito ne avrebbero preso vendetta:"
e io la cheggio a lui che tutto giuggia.,Questo è ciò che chiedo a Dio che giudica tutto.
Chiamato fui di là Ugo Ciappetta;,Il mondo mi ha conosciuto come Hugues Capet.
di me son nati i Filippi e i Luigi,"e da me sono nati i Louis, i Philippe"
per cui novellamente è Francia retta.,che hanno regnato in Francia negli ultimi tempi.
Figliuol fu' io d'un beccaio di Parigi:,Ero figlio di un macellaio di Parigi.
quando li regi antichi venner meno,"quando i re antichi la razza fu estinta,"
"tutti, fuor ch'un renduto in panni bigi,","e che l'ultimo fu ridotto al buro,"
trova'mi stretto ne le mani il freno,Mi sono visto improvvisamente tenere in mano il freno.
"del governo del regno, e tanta possa",che governa il regno; e questo nuovo acquisto
"di nuovo acquisto, e sì d'amici pieno,","mi rese così potente e ben dotato di amici,"
ch'a la corona vedova promossa,che la corona vedova alla fine fu posata
"la testa di mio figlio fu, dal quale","sulla fronte di mio figlio, che fu così il tronco"
cominciar di costor le sacrate ossa.,del sacro lignaggio di tutti quelli di oggi.
Mentre che la gran dota provenzale,"fino alla grande dote del paese di Provenza,"
"al sangue mio non tolse la vergogna,","dove la mia razza ha perso tutto il resto di pudore,"
"poco valea, ma pur non facea male.","Valeva poco, ma non faceva male."
Lì cominciò con forza e con menzogna,"È qui che hanno cominciato, con la forza e la frode,"
"la sua rapina; e poscia, per ammenda,","i suoi primi saccheggi; e poi, piamente,"
Pontì e Normandia prese e Guascogna.,"Rafla Ponthieu, Gascogne e Normandia."
"Carlo venne in Italia e, per ammenda,","Carlo in Italia, anche pietosamente,"
vittima fé di Curradino; e poi,supprima Corradino; a seguito di che cosa
"ripinse al ciel Tommaso, per ammenda.","Egli mandò Tommaso in Cielo, pietosamente."
"Tempo vegg'io, non molto dopo ancoi,","Vedo arrivare il tempo, che non tarderà molto."
"che tragge un altro Carlo fuor di Francia,","e che farà uscire dalla Francia un altro Charles,"
per far conoscer meglio e sé e ' suoi.,che farà conoscere meglio se stesso e i suoi.
Sanz'arme n'esce e solo con la lancia,"Se ne andrà senza arma, con la sola lancia."
"con la qual giostrò Giuda, e quella ponta","di cui Giuda si è servito, e lo userà così bene"
"sì, ch'a Fiorenza fa scoppiar la pancia.",che farà di Firenze un cadavere sventrato.
"Quindi non terra, ma peccato e onta","Non vi guadagnerà con questi alti fatti della terra,"
"guadagnerà, per sé tanto più grave,","ma obbrobrio e peccato, tanto più pesante per lui,"
quanto più lieve simil danno conta.,Farà pochi casi di questo tipo di errori.
"L'altro, che già uscì preso di nave,","L’altro, preso sulle navate e da allora riscattato,"
veggio vender sua figlia e patteggiarne,"Lo vedo mercanteggiare sua figlia e poi venderla,"
come fanno i corsar de l'altre schiave.,Come fa il corsaro con i suoi prigionieri.
"O avarizia, che puoi tu più farne,","Cosa potresti farci, Avarice, in piu'?"
"poscia c'ha' il mio sangue a te sì tratto,","dopo aver avvilito così bene tutti i miei,"
che non si cura de la propria carne?,che dalla loro stessa carne hanno perso la cura?
"Perché men paia il mal futuro e 'l fatto,","Affinché il male futuro o fatto sembri minore,"
"veggio in Alagna intrar lo fiordaliso,",Vedo il fiore del giglio entrare in Anagni
e nel vicario suo Cristo esser catto.,e far prigioniero Cristo nel suo vicario.
Veggiolo un'altra volta esser deriso;,Lo vedo di nuovo sotto scherno;
"veggio rinovellar l'aceto e 'l fiele,",Vedo rinnovare l'aceto e il fiele;
e tra vivi ladroni esser anciso.,"Lo vedo mettere a morte, dove i ladroni sono salvi."
"Veggio il novo Pilato sì crudele,","Questo Pilato nuovo, lo vedo così crudele"
"che ciò nol sazia, ma sanza decreto","non ne sia contento e spinga fino al tempio,"
portar nel Tempio le cupide vele.,"senza giudizio, la navata della sua cupidigia."
"O Segnor mio, quando sarò io lieto","Quando avrò, o Signore, la consolazione"
"a veder la vendetta che, nascosa,","di vedere il castigo che, lontano dai nostri sguardi,"
fa dolce l'ira tua nel tuo secreto?,Le tue intenzioni fanno rabbrividire la tua rabbia?
Ciò ch'io dicea di quell'unica sposa,Quanto a quello che ho detto di questa unica Sposa
de lo Spirito Santo e che ti fece,"dello Spirito sacro-santo, che ti ha fatto ritornare"
"verso me volger per alcuna chiosa,","verso di me, per ricevere qualche spiegazione,"
