Original,Translate_IT
"Io era già da quell'ombre partito,",Avevo gia' lasciato quelle sfumature alle spalle.
"e seguitava l'orme del mio duca,",e seguirono le orme della mia guida
"quando di retro a me, drizzando 'l dito,","quando, là sotto di me, indicandomi, uno"
una gridò: “Ve' che non par che luca,"ombra gridato: ""Vedi il secondo arrampicatore salita:"
"lo raggio da sinistra a quel di sotto,","il sole sembra non risplendere sul suo lato sinistro,"
e come vivo par che si conduca!”.,"E quando cammina, cammina come uno vivo!"""
"Li occhi rivolsi al suon di questo motto,","Quando ho sentito queste parole, ho girato gli occhi"
e vidile guardar per maraviglia,e vide le ombre stupite mentre fissavano
"pur me, pur me, e 'l lume ch'era rotto.","a me, a me, e alla luce rotta."
"“Perché l'animo tuo tanto s'impiglia”,","""Perche' hai lasciato che la tua mente si intrecciasse cosi' tanto?"""
"disse 'l maestro, “che l'andare allenti?","Il mio padrone disse, ""che hai rallentato la tua camminata?"
che ti fa ciò che quivi si pispiglia?,Perche' dovrebbe importarti di quello che e' sussurrato qui?
"Vien dietro a me, e lascia dir le genti:","Vieni, seguimi, e lascia che queste persone parlino:"
"sta come torre ferma, che non crolla",stare come una torre robusta che non scuote
già mai la cima per soffiar di venti;,la sua sommità anche se i venti possono esplodere; sempre
ché sempre l'omo in cui pensier rampolla,l'uomo in cui il pensiero spinge avanti al pensiero
"sovra pensier, da sé dilunga il segno,",permette l'obiettivo che ha deciso di spostare lontano...
perché la foga l'un de l'altro insolla”.,"la forza di un pensiero infonde forza all'altro."""
"Che potea io ridir, se non “Io vegno”?","La mia risposta potrebbe essere diversa da ""Io vengo""?"
"Dissilo, alquanto del color consperso",E... qualcosa di colorato dalla tonalità che fa
che fa l'uom di perdon talvolta degno.,uno a volte merito grazia-ho pronunciato quelle parole.
E 'ntanto per la costa di traverso,"Nel frattempo, lungo il pendio, attraversando la nostra strada"
"venivan genti innanzi a noi un poco,","poco più avanti di noi, le persone si avvicinarono,"
cantando 'Miserere' a verso a verso.,cantando il versetto di Miserere per versetto.
Quando s'accorser ch'i' non dava loco,Quando si sono resi conto che ho permesso
