Original,Translate_IT
Quanto tra l'ultimar de l'ora terza,Tanto quanto la fine della terza ora
e 'l principio del dì par de la spera,E l'alba del giorno appare da quella sfera
"che sempre a guisa di fanciullo scherza,","Che si sta giocando alla maniera di un bambino,"
tanto pareva già inver' la sera,"Così tanto apparve ora, verso la notte,"
essere al sol del suo corso rimaso;,Era del suo corso rimanere al sole;
"vespero là, e qui mezza notte era.","Era sera, e qui era mezzanotte."
"E i raggi ne ferien per mezzo 'l naso,","E i raggi colpirono il centro dei nostri volti,"
"perché per noi girato era sì 'l monte,","Perche' da noi il monte era cosi' circondato,"
"che già dritti andavamo inver' l'occaso,",Che dritto verso ovest ora stavamo andando
quand'io senti' a me gravar la fronte,Quando ho percepito la mia fronte sopraffatta
"a lo splendore assai più che di prima,","Sotto lo splendore molto più che all'inizio,"
e stupor m'eran le cose non conte;,"E lo stupore era per me le cose sconosciute,"
ond'io levai le mani inver' la cima,# Whereat verso la cima della mia fronte #
"de le mie ciglia, e fecimi 'l solecchio,",Alzai le mani e mi feci la visiera
che del soverchio visibile lima.,Che l'abbagliamento eccessivo diminuisce.
Come quando da l'acqua o da lo specchio,"Come quando dall'acqua, o da uno specchio,"
"salta lo raggio a l'opposita parte,","Il raggio di sole balza al lato opposto,"
salendo sù per lo modo parecchio,Ascendente verso l'alto nella stessa misura
"a quel che scende, e tanto si diparte","che scende, e devia fino a"
"dal cader de la pietra in igual tratta,","Dalla caduta di una pietra in linea diretta,"
sì come mostra esperïenza e arte;,"(Come dimostrano l'esperimento e l'arte,)"
così mi parve da luce rifratta,Così mi è apparso che da una luce
quivi dinanzi a me esser percosso;,Li' prima di me mi hanno beccato.
per che a fuggir la mia vista fu ratta.,Per questo la mia vista fu rapida a fuggire.
"“Che è quel, dolce padre, a che non posso","""Che cos'è, Padre dolce, da cui non posso"
"schermar lo viso tanto che mi vaglia”,","Cosi' che la mia vista mi sia utile,"
"diss'io, “e pare inver' noi esser mosso?”.","Ho detto, ""e sembra che ci stiamo muovendo?"""
“Non ti maravigliar s'ancor t'abbaglia,"""Non meravigliarti, se ti abbaglia ancora"
"la famiglia del cielo”, a me rispuose:","La famiglia del cielo,"" mi rispose."
“messo è che viene ad invitar ch'om saglia.,"""Un angelo è, che viene ad invitarci verso l'alto."
Tosto sarà ch'a veder queste cose,Presto sarà che per vedere queste cose
"non ti fia grave, ma fieti diletto","Non sarà doloroso, ma delizioso per te"
quanto natura a sentir ti dispuose”.,"Tanto quanto la natura ti ha fatto sentire."""
"Poi giunti fummo a l'angel benedetto,","Quando abbiamo raggiunto l'Angelo benedetto,"
con lieta voce disse: “Intrate quinci,"Con voce gioiosa ha detto: ""Ecco entrare in"
ad un scaleo vie men che li altri eretto”.,"Alle scale molto meno ripide degli altri."""
"Noi montavam, già partiti di linci,","Stavamo montando, di là siamo già partiti,"
e 'Beati misericordes!' fue,"E ""Beati misericordes"" era"
"cantato retro, e 'Godi tu che vinci!'.","Dietro di noi cantava: ""Rallegrati, o'ercomest!"""
Lo mio maestro e io soli amendue,"Io e il mio Maestro, noi due soli"
"suso andavamo; e io pensai, andando,",Stavo andando verso l'alto e ho pensato...
prode acquistar ne le parole sue;,alcuni traggono profitto dalle sue parole;
e dirizza' mi a lui sì dimandando:,E io a lui mi dissi:
"“Che volse dir lo spirto di Romagna,","""Che cosa significava lo spirito romagnolo,"
e 'divieto' e 'consorte' menzionando?”.,"Menzionando l'interdetto e la collaborazione?"""
Per ch'elli a me: “Di sua maggior magagna,"Da dove egli a me: ""Dal suo più grande fallimento"
conosce il danno; e però non s'ammiri,Egli conosce il male; e quindi non meravigliarsi
se ne riprende perché men si piagna.,"Se lui ci rimprovera, che noi meno possiamo incolpare."
Perché s'appuntano i vostri disiri,Perche' ti hanno indicato i tuoi desideri.
"dove per compagnia parte si scema,","dove per compagnia ogni parte è diminuita,"
invidia move il mantaco a' sospiri.,L'invidia fa il soffio ai tuoi sospiri.
Ma se l'amor de la spera supprema,Ma se l'amore della sfera superna
"torcesse in suso il disiderio vostro,","Dovresti orientare verso l'alto la tua aspirazione,"
non vi sarebbe al petto quella tema;,Non ci sarebbe quella paura nel tuo seno;
"ché, per quanti si dice più lì 'nostro',","Per lì, tanto più si dice 'nostro,'"
"tanto possiede più di ben ciascuno,","Tanto più del bene ciascuno possiede,"
e più di caritate arde in quel chiostro”.,"E più di carità in quel chiostro brucia."""
"“Io son d'esser contento più digiuno”,","""Sono più affamato di essere soddisfatto,"""
"diss'io, “che se mi fosse pria taciuto,","Ho detto, ""che se prima avessi taciuto,"
e più di dubbio ne la mente aduno.,E ho piu' dubbi nella mia mente.
"Com'esser puote ch'un ben, distributo","Come puo' essere, quella fortuna distribuita..."
"in più posseditor, faccia più ricchi",Più possessori possono fare più ricchi
